id_siniestro,id_poliza,id_asegurado,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,descripcion,documentos_completos,beneficiario,id_proveedor,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,ciudad,suma_asegurada,etiqueta_fraude_simulada
SIN-00612,POL-00110,ASG-00152,Vida,Responsabilidad Civil,2025-09-03,2025-09-05,11280.41,12034.45,8784.17,Reserva,Norte,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller El Veloz,P001,109,256,2,0,Loja,29780.99,0
SIN-00613,POL-00399,ASG-00179,Vida,Robo,2025-01-17,2025-01-18,14767.71,15887.3,12623.07,Pago Parcial,Norte,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller El Veloz,P001,171,194,1,1,Cuenca,44052.4,0
SIN-00614,POL-00322,ASG-00383,Salud,Choque,2024-11-22,2024-11-22,1693.01,1394.5,1022.58,Pago Total,Sur,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Clinica del Sur,P006,56,309,0,0,Quito,13984.99,0
SIN-00615,POL-00505,ASG-00344,Salud,Responsabilidad Civil,2026-01-03,2026-01-04,3538.58,3818.92,3484.72,Liquidado,Centro,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Clinica San Marcos,P002,347,18,1,0,Guayaquil,8228.57,0
SIN-00616,POL-00403,ASG-00222,Hogar,Dano parcial,2026-04-26,2026-04-27,5672.0,5711.75,4990.32,Reserva,Centro,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Central,P005,119,246,1,0,Ambato,11660.56,0
SIN-00617,POL-00292,ASG-00371,Hogar,Robo,2025-01-15,2025-01-24,31702.01,34490.31,0.0,Pago Parcial,Centro,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Grua Rapida,P007,10,355,9,4,Ambato,31844.0,1
SIN-00618,POL-00584,ASG-00361,Vida,Incendio,2025-11-11,2025-11-14,18321.49,15062.21,12291.63,Negativa,Este,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller El Veloz,P001,183,182,3,0,Guayaquil,38627.9,0
SIN-00619,POL-00224,ASG-00235,Salud,Atencion medica,2026-08-24,2026-08-26,3067.85,2473.16,2022.52,Negativa,Este,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Peritajes Express,P004,153,212,2,0,Loja,9849.46,0
SIN-00620,POL-00357,ASG-00333,Generales,Robo,2025-07-31,2025-08-13,21824.16,18151.82,0.0,Liquidado,Centro,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Clinica San Marcos,P002,7,358,13,5,Guayaquil,23580.67,1
SIN-00621,POL-00316,ASG-00263,Hogar,Choque,2025-08-13,2025-08-13,15877.73,15765.72,15256.55,Cierre Sin Consecuencia,Norte,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Clinica del Sur,P006,74,291,0,0,Cuenca,41591.63,0
SIN-00622,POL-00156,ASG-00156,Hogar,Robo,2024-09-08,2024-09-19,26565.7,28396.49,0.0,Pago Parcial,Este,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Grua Rapida,P007,8,357,11,5,Manta,27122.86,1
SIN-00623,POL-00430,ASG-00399,Salud,Responsabilidad Civil,2026-06-04,2026-06-05,3407.05,2805.1,2352.31,Negativa,Norte,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller Norte,P003,91,274,1,0,Guayaquil,13313.59,0
SIN-00624,POL-00232,ASG-00278,Hogar,Incendio,2024-10-02,2024-10-04,30902.97,33130.19,28403.5,Reserva,Oeste,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,True,Taller El Veloz,P001,16,349,2,3,Manta,39234.88,0
SIN-00625,POL-00549,ASG-00019,Salud,Dano parcial,2025-10-09,2025-10-16,38408.43,32656.53,29626.64,Negativa,Oeste,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,False,Clinica del Sur,P006,13,352,7,3,Loja,49837.26,0
SIN-00626,POL-00548,ASG-00323,Hogar,Robo,2024-11-19,2024-11-29,42631.11,44383.75,0.0,Pago Parcial,Centro,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Grua Rapida,P007,10,355,10,4,Cuenca,44834.64,1
SIN-00627,POL-00131,ASG-00212,Vida,Robo,2025-02-27,2025-03-11,18909.36,18842.23,0.0,Cierre Sin Consecuencia,Sur,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Clinica San Marcos,P002,1,364,12,5,Manta,20805.4,1
SIN-00628,POL-00201,ASG-00343,Vida,Responsabilidad Civil,2025-12-22,2025-12-22,972.47,858.79,785.21,Pago Total,Sur,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller El Veloz,P001,232,133,0,0,Loja,9053.72,0
SIN-00629,POL-00106,ASG-00102,Vida,Robo,2025-03-01,2025-03-04,6817.43,6286.68,5147.29,Reserva,Norte,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,False,Peritajes Express,P004,12,353,3,2,Loja,9139.04,0
SIN-00630,POL-00099,ASG-00055,Salud,Robo,2025-03-21,2025-03-31,19113.65,17984.09,0.0,Negativa,Oeste,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Taller El Veloz,P001,1,364,10,3,Guayaquil,19131.5,1
SIN-00631,POL-00555,ASG-00050,Vida,Robo,2025-11-14,2025-11-24,38974.19,36087.76,0.0,Reserva,Oeste,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Taller El Veloz,P001,7,358,10,3,Loja,42590.85,1
SIN-00632,POL-00403,ASG-00222,Hogar,Choque,2026-10-15,2026-10-18,1810.19,1493.83,1275.2,Negativa,Centro,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller Premium,P008,291,74,3,0,Ambato,11660.56,0
SIN-00633,POL-00452,ASG-00281,Hogar,Robo,2024-11-11,2024-11-17,24774.68,19883.19,17778.89,Negativa,Sur,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Grua Rapida,P007,20,345,6,3,Guayaquil,30089.69,0
SIN-00634,POL-00262,ASG-00022,Vehiculos,Responsabilidad Civil,2026-04-22,2026-04-23,10544.7,9278.98,6916.47,Cierre Sin Consecuencia,Oeste,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Peritajes Express,P004,320,45,1,1,Manta,22733.68,0
SIN-00635,POL-00101,ASG-00357,Generales,Robo,2025-09-08,2025-09-17,41159.19,35651.31,0.0,Liquidado,Centro,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Grua Rapida,P007,5,360,9,5,Guayaquil,42616.61,1
SIN-00636,POL-00242,ASG-00021,Vida,Robo,2024-06-10,2024-06-17,11314.4,10428.49,8469.59,Cierre Sin Consecuencia,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Peritajes Express,P004,12,353,7,3,Ambato,16890.78,0
SIN-00637,POL-00275,ASG-00201,Salud,Atencion medica,2026-10-06,2026-10-07,7771.5,8527.97,6662.53,Negativa,Oeste,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Clinica del Sur,P006,301,64,1,1,Loja,31532.03,0
SIN-00638,POL-00023,ASG-00051,Hogar,Dano parcial,2025-07-20,2025-07-22,10757.09,11059.64,9719.03,Pago Parcial,Centro,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller El Veloz,P001,353,12,2,0,Ambato,38608.39,0
SIN-00639,POL-00246,ASG-00279,Generales,Dano parcial,2026-07-31,2026-07-31,3513.87,3794.76,2981.83,Cierre Sin Consecuencia,Centro,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Clinica del Sur,P006,66,299,0,0,Loja,20723.13,0
SIN-00640,POL-00317,ASG-00289,Vida,Choque,2026-05-16,2026-05-19,11919.64,10343.88,10223.01,Cierre Sin Consecuencia,Norte,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Peritajes Express,P004,190,175,3,1,Ambato,39086.3,0
SIN-00641,POL-00365,ASG-00378,Vehiculos,Robo,2025-05-20,2025-06-02,37060.69,33187.87,0.0,Pago Total,Centro,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Clinica San Marcos,P002,2,363,13,5,Guayaquil,38089.53,1
SIN-00642,POL-00168,ASG-00130,Generales,Incendio,2026-01-23,2026-01-25,8321.03,8915.83,7478.95,Pago Total,Oeste,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller El Veloz,P001,191,174,2,0,Loja,18745.69,0
SIN-00643,POL-00048,ASG-00294,Hogar,Incendio,2025-12-27,2025-12-27,1718.87,1709.8,1534.52,Reserva,Norte,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Clinica del Sur,P006,177,188,0,1,Guayaquil,28148.67,0
SIN-00644,POL-00132,ASG-00334,Salud,Atencion medica,2025-09-24,2025-10-01,7032.27,5681.66,4490.43,Liquidado,Norte,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,True,Clinica San Marcos,P002,25,340,7,3,Quito,8316.92,0
SIN-00645,POL-00125,ASG-00341,Generales,Atencion medica,2024-06-22,2024-06-29,14201.22,13921.17,10523.65,Cierre Sin Consecuencia,Este,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Peritajes Express,P004,22,343,7,2,Quito,22027.28,0
SIN-00646,POL-00219,ASG-00288,Salud,Robo,2026-05-11,2026-05-22,24761.72,21943.81,0.0,Negativa,Sur,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Taller El Veloz,P001,8,357,11,3,Loja,25529.36,1
SIN-00647,POL-00471,ASG-00311,Vida,Incendio,2025-12-27,2025-12-30,4149.99,4353.05,3308.19,Reserva,Norte,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller El Veloz,P001,321,44,3,0,Cuenca,10258.01,0
SIN-00648,POL-00103,ASG-00208,Vida,Dano parcial,2025-05-06,2025-05-07,13444.3,13603.29,13454.98,Negativa,Este,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Clinica del Sur,P006,261,104,1,0,Manta,29755.44,0
SIN-00649,POL-00135,ASG-00016,Vida,Robo,2025-12-20,2025-12-23,10886.2,9537.69,7116.93,Liquidado,Oeste,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,True,Taller Norte,P003,15,350,3,3,Quito,12424.87,0
SIN-00650,POL-00387,ASG-00270,Salud,Dano parcial,2025-01-25,2025-01-27,6906.44,6027.06,5840.98,Cierre Sin Consecuencia,Este,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Norte,P003,166,199,2,1,Guayaquil,47637.65,0
SIN-00651,POL-00504,ASG-00097,Generales,Robo,2025-05-05,2025-05-20,45059.19,44877.17,0.0,Pago Parcial,Sur,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Taller El Veloz,P001,1,364,15,3,Quito,46601.69,1
SIN-00652,POL-00521,ASG-00075,Generales,Robo,2025-04-24,2025-04-27,4125.14,3688.49,2888.29,Negativa,Norte,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller Central,P005,288,77,3,0,Ambato,11936.76,0
SIN-00653,POL-00378,ASG-00123,Hogar,Responsabilidad Civil,2025-07-10,2025-07-12,2853.26,2565.04,2004.54,Liquidado,Norte,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Clinica San Marcos,P002,23,342,2,1,Cuenca,34623.02,0
SIN-00654,POL-00489,ASG-00250,Vehiculos,Choque,2025-03-05,2025-03-07,1269.34,1042.55,1000.91,Negativa,Norte,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller El Veloz,P001,195,170,2,0,Manta,10079.92,0
SIN-00655,POL-00250,ASG-00371,Hogar,Dano parcial,2025-07-10,2025-07-13,7297.64,6726.93,5851.88,Liquidado,Este,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Grua Rapida,P007,8,357,3,1,Ambato,28259.05,0
SIN-00656,POL-00082,ASG-00140,Generales,Robo,2026-04-02,2026-04-10,35055.02,31750.21,0.0,Cierre Sin Consecuencia,Sur,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Clinica San Marcos,P002,7,358,8,6,Ambato,37054.55,1
SIN-00657,POL-00343,ASG-00228,Hogar,Robo,2025-11-22,2025-11-25,18063.72,18648.6,15774.61,Negativa,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Norte,P003,12,353,3,2,Guayaquil,28442.11,0
SIN-00658,POL-00144,ASG-00032,Vida,Incendio,2025-02-08,2025-02-11,4476.3,4247.67,3352.78,Negativa,Oeste,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Grua Rapida,P007,6,359,3,1,Ambato,23838.44,0
SIN-00659,POL-00339,ASG-00182,Hogar,Robo,2026-05-23,2026-06-05,26126.49,25516.67,0.0,Negativa,Centro,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Clinica San Marcos,P002,6,359,13,3,Loja,26937.22,1
SIN-00660,POL-00380,ASG-00165,Vehiculos,Robo,2025-08-10,2025-08-12,7186.22,6746.44,6087.49,Negativa,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Premium,P008,145,220,2,0,Guayaquil,34650.1,0
SIN-00661,POL-00574,ASG-00235,Salud,Atencion medica,2025-05-28,2025-05-30,11553.92,10277.92,8213.31,Pago Parcial,Centro,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Clinica del Sur,P006,311,54,2,0,Loja,48900.02,0
SIN-00662,POL-00406,ASG-00316,Generales,Robo,2025-11-01,2025-11-03,1431.83,1242.72,1198.32,Negativa,Centro,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Peritajes Express,P004,91,274,2,1,Ambato,8223.98,0
SIN-00663,POL-00049,ASG-00385,Vida,Robo,2025-11-08,2025-11-11,18652.79,15480.47,11568.68,Reserva,Oeste,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Clinica del Sur,P006,76,289,3,1,Guayaquil,49661.88,0
SIN-00664,POL-00532,ASG-00099,Vehiculos,Responsabilidad Civil,2025-07-10,2025-07-14,6374.56,5567.1,3968.64,Pago Parcial,Oeste,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,True,Clinica del Sur,P006,24,341,4,2,Cuenca,9137.36,0
SIN-00665,POL-00365,ASG-00378,Vehiculos,Robo,2025-05-22,2025-06-06,35550.17,30469.85,0.0,Liquidado,Centro,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Clinica San Marcos,P002,4,361,15,6,Guayaquil,38089.53,1
SIN-00666,POL-00556,ASG-00255,Generales,Robo,2024-11-12,2024-11-22,13717.51,11111.81,0.0,Pago Total,Sur,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Clinica San Marcos,P002,5,360,10,4,Quito,14925.76,1
SIN-00667,POL-00517,ASG-00150,Generales,Dano parcial,2026-03-12,2026-03-12,1734.91,1684.12,1320.64,Liquidado,Norte,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Grua Rapida,P007,191,174,0,0,Loja,26814.21,0
SIN-00668,POL-00270,ASG-00185,Salud,Atencion medica,2026-01-16,2026-01-17,8539.1,7416.33,6957.87,Pago Parcial,Norte,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Peritajes Express,P004,24,341,1,0,Loja,19920.33,0
SIN-00669,POL-00460,ASG-00270,Generales,Robo,2026-05-08,2026-05-09,2939.09,2901.12,2234.25,Pago Total,Norte,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Clinica del Sur,P006,275,90,1,0,Guayaquil,20923.4,0
SIN-00670,POL-00011,ASG-00070,Hogar,Robo,2024-10-26,2024-11-09,21593.87,22349.53,0.0,Pago Parcial,Norte,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Taller El Veloz,P001,5,360,14,6,Cuenca,22806.14,1
SIN-00671,POL-00596,ASG-00148,Vehiculos,Robo,2026-03-11,2026-03-12,1098.51,894.19,770.84,Negativa,Norte,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller Central,P005,134,231,1,0,Ambato,17417.42,0
SIN-00672,POL-00168,ASG-00130,Generales,Atencion medica,2025-07-28,2025-08-02,15674.28,15970.43,15771.32,Negativa,Este,Colision leve en interseccion con semaforo. El tercero presento sus datos.,False,Taller Norte,P003,12,353,5,3,Loja,18745.69,0
SIN-00673,POL-00555,ASG-00050,Vida,Incendio,2026-02-11,2026-02-12,17244.14,15551.52,14955.32,Reserva,Sur,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Peritajes Express,P004,96,269,1,0,Loja,42590.85,0
SIN-00674,POL-00404,ASG-00382,Vehiculos,Dano parcial,2025-04-11,2025-04-12,8007.68,7912.87,6610.5,Reserva,Sur,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller Central,P005,235,130,1,0,Loja,16815.11,0
SIN-00675,POL-00123,ASG-00361,Vida,Choque,2026-06-16,2026-06-17,7324.81,7633.94,7044.78,Reserva,Norte,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Premium,P008,175,190,1,1,Guayaquil,20145.25,0
SIN-00676,POL-00258,ASG-00258,Vehiculos,Atencion medica,2026-01-06,2026-01-11,22579.84,24467.6,22621.07,Pago Total,Sur,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,True,Clinica del Sur,P006,14,351,5,3,Loja,35864.54,0
SIN-00677,POL-00386,ASG-00111,Generales,Atencion medica,2025-03-26,2025-03-29,16276.12,16634.38,11651.59,Liquidado,Sur,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Clinica del Sur,P006,246,119,3,0,Loja,37632.74,0
SIN-00678,POL-00515,ASG-00181,Hogar,Dano parcial,2024-10-16,2024-10-18,364.31,379.37,266.73,Pago Parcial,Oeste,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller Premium,P008,112,253,2,0,Manta,6589.68,0
SIN-00679,POL-00187,ASG-00192,Vehiculos,Responsabilidad Civil,2026-03-06,2026-03-07,4764.36,4403.39,3436.42,Negativa,Este,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Grua Rapida,P007,300,65,1,1,Loja,39058.15,0
SIN-00680,POL-00556,ASG-00255,Generales,Robo,2024-11-10,2024-11-18,14409.51,14089.02,0.0,Reserva,Norte,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Grua Rapida,P007,3,362,8,4,Quito,14925.76,1
SIN-00681,POL-00158,ASG-00214,Generales,Dano parcial,2024-06-22,2024-06-29,11055.61,10094.82,8081.58,Pago Parcial,Oeste,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,True,Grua Rapida,P007,20,345,7,3,Quito,13457.11,0
SIN-00682,POL-00210,ASG-00373,Salud,Dano parcial,2026-01-12,2026-01-14,18311.13,19147.52,13884.1,Pago Total,Norte,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,True,Clinica San Marcos,P002,12,353,2,2,Cuenca,26965.52,0
SIN-00683,POL-00116,ASG-00295,Vida,Incendio,2025-07-26,2025-07-29,12449.04,13296.68,9722.46,Liquidado,Norte,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Clinica del Sur,P006,186,179,3,1,Loja,42765.0,0
SIN-00684,POL-00044,ASG-00377,Salud,Dano parcial,2024-10-22,2024-10-27,39230.79,37513.83,34992.21,Negativa,Este,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Grua Rapida,P007,26,339,5,3,Manta,49969.07,0
SIN-00685,POL-00223,ASG-00072,Vida,Choque,2026-03-21,2026-03-22,12075.48,10309.0,7814.14,Reserva,Centro,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller Central,P005,324,41,1,0,Ambato,32488.33,0
SIN-00686,POL-00260,ASG-00383,Vida,Choque,2025-08-18,2025-08-20,16414.33,13574.89,13015.74,Negativa,Sur,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Peritajes Express,P004,158,207,2,0,Quito,43226.03,0
SIN-00687,POL-00563,ASG-00123,Salud,Robo,2026-01-17,2026-01-31,6037.67,4943.14,0.0,Pago Parcial,Sur,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Grua Rapida,P007,7,358,14,3,Cuenca,6692.95,1
SIN-00688,POL-00335,ASG-00154,Hogar,Dano parcial,2025-10-22,2025-10-28,24620.39,26527.77,25273.95,Liquidado,Sur,Choque en parqueadero de centro comercial con camaras de seguridad.,False,Taller Norte,P003,18,347,6,2,Ambato,30552.55,0
SIN-00689,POL-00443,ASG-00212,Hogar,Incendio,2025-05-13,2025-05-14,5689.7,6057.28,5151.6,Negativa,Sur,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Norte,P003,53,312,1,0,Manta,13049.54,0
SIN-00690,POL-00117,ASG-00304,Hogar,Incendio,2025-12-18,2025-12-21,26416.93,28845.81,21835.17,Cierre Sin Consecuencia,Oeste,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Grua Rapida,P007,14,351,3,2,Quito,36393.2,0
SIN-00691,POL-00554,ASG-00317,Vehiculos,Robo,2025-09-30,2025-10-07,26468.09,23758.02,23315.38,Cierre Sin Consecuencia,Norte,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Peritajes Express,P004,25,340,7,3,Loja,34195.39,0
SIN-00692,POL-00172,ASG-00142,Hogar,Dano parcial,2026-11-08,2026-11-08,7292.57,7519.35,6664.78,Negativa,Oeste,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller El Veloz,P001,255,110,0,0,Manta,16751.61,0
SIN-00693,POL-00253,ASG-00218,Vehiculos,Incendio,2025-09-21,2025-09-28,33662.03,30652.37,30223.31,Negativa,Oeste,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller Central,P005,16,349,7,3,Loja,42293.69,0
SIN-00694,POL-00520,ASG-00359,Salud,Robo,2025-09-12,2025-09-16,32557.67,34705.77,30325.88,Liquidado,Norte,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller Norte,P003,30,335,4,3,Manta,40971.74,0
SIN-00695,POL-00406,ASG-00316,Generales,Robo,2025-08-11,2025-08-26,7654.05,7407.17,0.0,Cierre Sin Consecuencia,Oeste,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Grua Rapida,P007,9,356,15,5,Ambato,8223.98,1
